externalinvoicenumber,status,dateofpurchase,dateofdelivery,itemnumber,quantity,delivered
"PO210716-21/007CHR-Part 3","DELIVERED","16/09/2021 13:02:36","07/10/2021 09:34:15","S925-WHI-NEC-CHA-025-077-550","54","54"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","TIE-S925-BRA-026-030-190","102","102"
"PO220203-22/002CHR","DELIVERED","03/02/2022 13:00:00","02/05/2022 08:21:21","TIE-S925-BRA-026-030-190","202","202"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","TIE-S925-BRA-026-030-190","201","201"
"PO220412-22/006CHR","OPEN","12/04/2022 10:14:56","12/04/2022 10:14:56","TIE-S925-BRA-026-030-190","200","0"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-COM-EAR-006","200","200"
"PO210622-21/011PAV","DELIVERED","22/06/2021 10:00:00","04/08/2021 14:50:12","S925-WHI-EAR-CEL-003","50","50"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-PEN-ANML-001","50","50"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","S925-MUL-BRA-LAY-001-200","50","0"
"PO210412-21/004GS","DELIVERED","12/04/2021 13:00:00","07/06/2021 10:18:03","S925-MUL-BRA-LAY-001-200","100","100"
"PO210510-21/003CS","DELIVERED","10/05/2021 08:00:00","20/09/2021 11:20:51","CS-9K-HOOP-010","200","200"
"PO210716-21/004CS","DELIVERED","16/07/2021 08:00:00","20/09/2021 11:23:23","CS-9K-HOOP-010","200","200"
"PO220119-22/001CS","DELIVERED","19/01/2022 17:00:00","07/03/2022 12:39:51","CS-9K-HOOP-010","232","232"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","S925-WHI-PEN-LET-001-S","100","100"
"PO210716-21/011GS-Part 2","DELIVERED","16/07/2021 11:00:00","04/10/2021 14:57:00","S925-WHI-PEN-LET-001-S","52","52"
"PO211015-21/014GS","DELIVERED","10/10/2021 14:00:00","10/03/2022 15:32:19","S925-WHI-PEN-LET-001-N","56","56"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","S925-WHI-PEN-LET-001-N","53","53"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-031-230-200","51","51"
"PO-29/01/2021","DELIVERED","04/02/2021 15:27:38","04/02/2021 15:45:40","BIA-GP-CHAIN-058-060-500","51","51"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","BIA-GP-CHAIN-058-060-500","100","90"
"PO210609-21/005CHR-Part 2","DELIVERED","06/06/2021 13:00:00","02/08/2021 14:41:28","BIA-GP-CHAIN-058-060-500","52","52"
"PO220217-22/003CHR","PARTIAL","17/02/2022 17:07:51","17/02/2022 17:07:51","BIA-GP-CHAIN-058-060-500","100","100"
"PO210716-21/007CHR-Part 1","DELIVERED","16/07/2021 10:00:00","05/08/2021 13:51:29","BIA-GP-CHAIN-058-060-500","44","44"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-GP-CHAIN-019-110-250","49","49"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-019-110-250","302","302"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-027-028-500","102","102"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-027-028-410","99","99"
"PO210517-21/008PAV","DELIVERED","17/05/2021 12:00:00","12/07/2021 14:28:06","S925-WHI-EAR-CUFF-005","50","50"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-EAR-CUFF-005","200","200"
"PO210527-21/009PAV-Part 1","DELIVERED","27/05/2021 09:00:00","20/07/2021 09:50:24","S925-WHI-RIN-HAM-001-L","100","100"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-WHI-NEC-CHA-028-045-450","100","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-028-045-450","106","106"
"PO210609-21/008GS Part 1","DELIVERED","09/06/2021 15:00:00","23/07/2021 15:10:21","GS-S925-HOOP-007","727","727"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","GS-S925-HOOP-007","472","472"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","GS-S925-HOOP-007","578","578"
"PO(20/04/2021)","DELIVERED","20/04/2021 13:22:47","20/04/2021 13:38:45","GS-S925-HOOP-007","401","401"
"PO210729-21/012GS-Part 2","DELIVERED","29/07/2021 15:00:00","04/10/2021 15:22:10","GS-S925-HOOP-007","252","252"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-019-110-220-250","3000","1603"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","BIA-S925-CHAIN-019-110-220-250","609","609"
"PO211210-21/005FAN","DELIVERED","10/12/2021 15:00:00","01/02/2022 16:16:45","S925-WHI-BRA-CHA-037-190","99","99"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-WHI-BRA-CHA-037-190","51","51"
"PO220203-22/001FAN","DELIVERED","03/02/2022 13:00:00","06/04/2022 13:06:42","S925-WHI-BRA-CHA-037-190","100","100"
"PO210622-21/002FAN","DELIVERED","22/06/2021 10:00:00","03/08/2021 15:10:22","S925-WHI-BRA-CHA-037-190","100","100"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-040-P","20","20"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-WHI-NEC-CHA-028-045-410","50","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-028-045-410","102","102"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-025","200","200"
"PO210510-21/006GS","DELIVERED","10/05/2021 08:00:00","29/06/2021 15:34:24","GS-S925-HOOP-045","102","102"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-RIN-CEL-005","50","50"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-EAR-DROP-SWA-001-539","288","288"
"PO211111-21/016GS","DELIVERED","11/11/2021 15:00:00","14/02/2022 15:57:47","S925-WHI-PEN-LET-001-B","53","53"
"PO220511-22/004GS","OPEN","12/05/2022 13:09:16","12/05/2022 13:09:16","S925-WHI-PEN-LET-001-B","50","0"
"PO220222-22/002FAN","DELIVERED","22/02/2022 17:00:00","06/04/2022 12:24:09","S925-WHI-ANK-PEN-004","150","150"
"PO210506-21/006PAV","DELIVERED","06/05/2021 13:00:00","20/07/2021 09:45:03","S925-WHI-EAR-CUFF-011","200","200"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-007-040-500","102","102"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-007-040-500","101","101"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-007-040-500","152","152"
"PO211015-21/014GS","DELIVERED","10/10/2021 14:00:00","10/03/2022 15:32:19","S925-WHI-PEN-LET-001-Y","25","25"
"PO210506-21/006PAV","DELIVERED","06/05/2021 13:00:00","20/07/2021 09:45:03","S925-WHI-EAR-CUFF-012","200","200"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-022-150-180","51","51"
"PO210915-21/001VIE","DELIVERED","15/09/2021 09:00:00","23/12/2021 12:40:37","G9K-YEL-NEC-CHA-007-009-400","100","100"
"PO210927-21/001SAR","DELIVERED","27/09/2021 10:00:00","04/02/2022 09:53:17","S925-WHI-BRA-SLI-006-SAW","50","50"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-024-079-500","101","101"
"PO220511-22/004GS","OPEN","12/05/2022 13:09:16","12/05/2022 13:09:16","GS-GP-CHAIN-EXT-001","500","0"
"PO210510-21/006GS","DELIVERED","10/05/2021 08:00:00","29/06/2021 15:34:24","GS-GP-CHAIN-EXT-001","930","930"
"PO210622-21/010GS -Part 2","DELIVERED","22/06/2021 08:00:00","11/08/2021 15:59:21","GS-GP-CHAIN-EXT-001","547","547"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","GS-GP-CHAIN-EXT-001","147","147"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","GS-GP-CHAIN-EXT-001","540","540"
"PO220317-22/003GS","OPEN","18/03/2022 09:42:03","18/03/2022 09:42:03","GS-GP-CHAIN-EXT-001","500","0"
"PO210907-21/013GS","DELIVERED","21/09/2021 12:00:00","03/12/2021 15:42:06","GS-GP-CHAIN-EXT-001","517","517"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","GS-GP-CHAIN-EXT-001","3200","2490"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","GS-GP-CHAIN-EXT-001","518","518"
"PO211015-21/016PAV","DELIVERED","15/10/2021 11:00:00","30/12/2021 11:31:23","S925-WHI-PEN-LEAF-003","50","50"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-RIN-CEL-003","200","200"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-015-120-450","152","152"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-015-120-450","100","100"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-015-120-450","250","0"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-040-L","10","10"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-040-K","10","10"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-043","200","200"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-ROSE-CHAIN-001-035-500","150","150"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-ROSE-CHAIN-001-035-500","499","499"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-ROSE-CHAIN-001-035-500","253","253"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-ROSE-CHAIN-001-035-500","800","800"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-028-030-500","105","105"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-001-028-500","104","104"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-001-035-450","754","754"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-001-035-450","899","899"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-001-035-450","252","252"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","S925-ROS-BRA-CHA-004-200","51","51"
"PO220303-22/005BIA","PARTIAL","04/03/2022 11:20:00","04/03/2022 11:20:00","S925-ROS-BRA-CHA-004-200","50","0"
"PO210622-21/002FAN","DELIVERED","22/06/2021 10:00:00","03/08/2021 15:10:22","S925-WHI-BRA-CHA-039-200","100","100"
"PO211210-21/005FAN","DELIVERED","10/12/2021 15:00:00","01/02/2022 16:16:45","S925-WHI-BRA-CHA-039-200","52","52"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-WHI-BRA-CHA-039-200","50","50"
"PO220223-22/001ADD","OPEN","22/02/2022 17:00:00","23/02/2022 17:00:00","G9K-YEL-EAR-HOOP-PERL-001-010-4to5","50","0"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","S925-WHI-PEN-LET-001-J","53","53"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","S925-WHI-PEN-LET-001-J","49","49"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","S925-WHI-PEN-LET-001-J","106","106"
"PO(20/04/2021)","DELIVERED","20/04/2021 13:22:47","20/04/2021 13:38:45","S925-WHI-PEN-LET-001-J","52","52"
"PO210423-21/005GS-Part2","DELIVERED","23/04/2021 15:00:00","29/06/2021 15:24:09","S925-WHI-PEN-LET-001-J","48","48"
"PO210510-21/006GS","DELIVERED","10/05/2021 08:00:00","29/06/2021 15:34:24","S925-WHI-PEN-LET-001-J","51","51"
"PO210527-21/009PAV-Part 2 Zodiac","DELIVERED","27/05/2021 09:00:00","13/10/2021 12:25:27","S925-WHI-EAR-STUD-ZOD-001-LEO","200","200"
"PO210527-21/009PAV-Part 1","DELIVERED","27/05/2021 09:00:00","20/07/2021 09:50:24","S925-WHI-RIN-HAM-001-M","100","100"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-035-R","20","20"
"PO210423-21/001MS","DELIVERED","23/04/2021 09:00:00","18/06/2021 09:45:21","MS-S925-TOE-001","1047","1047"
"PO220203-22/001MS","DELIVERED","03/02/2022 13:00:00","23/03/2022 11:48:41","MS-S925-TOE-001","630","630"
"PO211015-21/005BC","DELIVERED","15/10/2021 12:00:00","11/11/2021 13:49:17","S925-BC-4016-PIN-3H","53","53"
"PO220119-22/001BC","DELIVERED","19/01/2022 17:00:00","08/03/2022 14:14:18","S925-BC-4016-PIN-3H","200","200"
"PO211103-21/006BC","DELIVERED","03/11/2021 13:00:00","24/11/2021 14:43:18","S925-BC-4016-PIN-3H","60","60"
"PO211210-21/007BC","DELIVERED","10/12/2021 15:00:00","23/12/2021 12:32:56","S925-BC-4016-PIN-3H","120","120"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-029-030-450","102","102"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-R","50","50"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-ROSE-CHAIN-008-030-500","51","51"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-ROSE-CHAIN-008-030-500","101","101"
"PO220317-22/006BIA","OPEN","18/03/2022 09:38:57","18/03/2022 09:38:57","BIA-ROSE-CHAIN-008-030-500","100","0"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","S925-WHI-PEN-LET-001-H","54","54"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-015-120-700","100","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-015-120-700","201","201"
"PO210729-21/008CHR Part 3","DELIVERED","29/07/2021 09:00:00","07/12/2021 16:17:06","BIA-S925-CHAIN-029-500-COL-450","153","153"
"PO210510-21/004CHR","DELIVERED","10/05/2021 11:00:00","23/06/2021 15:53:47","BIA-S925-CHAIN-029-500-COL-450","271","271"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","BIA-S925-CHAIN-029-500-COL-450","200","83"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-029-500-COL-450","400","0"
"PO210609-21/005CHR-Part 2","DELIVERED","06/06/2021 13:00:00","02/08/2021 14:41:28","BIA-S925-CHAIN-029-500-COL-450","217","217"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-WHI-NEC-PEN-011","100","100"
"PO210729-21/012GS-Part 2","DELIVERED","29/07/2021 15:00:00","04/10/2021 15:22:10","GS-S925-HOOP-025","103","103"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","GS-S925-HOOP-025","255","255"
"PO210716-21/012PAV","DELIVERED","16/07/2021 10:00:00","01/10/2021 14:51:07","S925-WHI-RIN-CEL-006-M","50","50"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-RIN-CEL-006-M","50","50"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-RIN-CEL-006-M","50","50"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-WHI-COM-EAR-009","150","150"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","S925-YEL-BRA-CHA-004-200","51","51"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","S925-YEL-BRA-CHA-004-200","102","102"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","GS-S925-BRA-029-190","105","105"
"PO210622-21/010GS -Part 2","DELIVERED","22/06/2021 08:00:00","11/08/2021 15:59:21","GS-S925-BRA-029-190","112","112"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","GS-S925-BRA-029-190","54","54"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","BIA-S925-CHAIN-056-100-700","60","60"
"PO211028-21/015GS","DELIVERED","28/10/2021 11:00:00","23/12/2021 16:30:08","S925-WHI-NEC-PEN-018","132","132"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","S925-ROS-BRA-CHA-020-200","200","0"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","S925-ROS-BRA-CHA-020-200","202","202"
"PO211015-21/014GS","DELIVERED","10/10/2021 14:00:00","10/03/2022 15:32:19","S925-WHI-PEN-LET-001-Z","26","26"
"PO-29/01/2021","DELIVERED","04/02/2021 15:27:38","04/02/2021 15:45:40","S925-BLA-NEC-CHA-006-010-600","208","208"
"PO210729-21/008CHR Part 3","DELIVERED","29/07/2021 09:00:00","07/12/2021 16:17:06","S925-BLA-NEC-CHA-006-010-600","207","207"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-012-200-450","252","252"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-012-200-450","300","250"
"PO220317-22/006BIA","OPEN","18/03/2022 09:38:57","18/03/2022 09:38:57","BIA-S925-CHAIN-045-140-190","100","0"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-CHAIN-045-140-190","100","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-045-140-190","250","53"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-045-140-190","206","206"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-EAR-DROP-014","50","50"
"PO211210-21/003BP","DELIVERED","10/12/2021 16:00:00","25/02/2022 12:17:28","G9K-WHI-BRA-CHA-001-190","50","50"
"PO220303-22/005CHR","DELIVERED","04/03/2022 11:21:47","03/05/2022 12:53:40","BIA-GP-CHAIN-060-150-650","102","102"
"PO-29/01/2021","DELIVERED","04/02/2021 15:27:38","04/02/2021 15:45:40","BIA-GP-CHAIN-060-150-650","100","100"
"PO-29/01/2021","DELIVERED","04/02/2021 15:27:38","04/02/2021 15:45:40","BIA-GP-CHAIN-060-150-650","198","198"
"PO210729-21/003MAR","DELIVERED","29/07/2021 15:00:00","28/09/2021 08:32:03","S925-WHI-EAR-HOOP-010-020","303","303"
"PO211210-21/007MAR","DELIVERED","10/12/2021 16:00:00","07/02/2022 16:30:36","S925-WHI-EAR-HOOP-010-020","300","300"
"PO220119-22/001MAR","DELIVERED","19/01/2022 17:00:00","25/02/2022 12:00:29","S925-WHI-EAR-HOOP-010-020","300","300"
"PO220511-22/004MAR","OPEN","12/05/2022 13:26:19","12/05/2022 13:26:19","S925-WHI-EAR-HOOP-010-020","250","0"
"PO220203-22/002MAR","DELIVERED","03/02/2022 13:00:00","21/03/2022 12:25:02","S925-WHI-EAR-HOOP-010-020","106","106"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-024-140-450","50","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-024-140-450","100","99"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-GP-CHAIN-024-140-450","51","51"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-NEC-PEN-CZ-001-214","150","150"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-STUD-037","200","200"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-WHI-BRA-CHA-052-200","100","100"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-GP-CHAIN-001-035-360","152","152"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-001-035-360","100","100"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-001-035-360","100","100"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-024-079-410","101","101"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-001-030-600","2000","2000"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-001-030-600","2400","2394"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-001-030-600","503","503"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-001-030-600","500","500"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-ROSE-CHAIN-008-030-450","100","0"
"PO210729-21/003MAR","DELIVERED","29/07/2021 15:00:00","28/09/2021 08:32:03","S925-WHI-EAR-HOOP-014-025","51","51"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-031","200","200"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-001-035-700","300","300"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-GP-CHAIN-001-035-700","51","51"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-001-035-700","350","350"
"PO210729-21/012GS-Part 2","DELIVERED","29/07/2021 15:00:00","04/10/2021 15:22:10","BIA-S925-CHAIN-049-020-500","155","155"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","BIA-S925-CHAIN-049-020-500","156","156"
"PO210622-21/010GS-Part 1","DELIVERED","22/06/2021 08:00:00","23/07/2021 15:13:57","BIA-S925-CHAIN-049-020-500","106","106"
"PO210609-21/008GS	Part 3","DELIVERED","09/06/2021 12:00:00","20/09/2021 10:40:51","BIA-S925-CHAIN-049-020-500","107","107"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","BIA-S925-CHAIN-049-020-500","87","87"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-049-020-500","209","209"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-RIN-GEM-001-O","100","100"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","S925-WHI-RIN-GEM-001-O","100","100"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-RIN-GEM-001-O","50","50"
"PO220217-22/003PAV","DELIVERED","17/02/2022 17:12:05","05/05/2022 10:54:39","S925-WHI-RIN-GEM-001-O","100","100"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-RIN-GEM-001-O","50","50"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-040-M","20","20"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-WHI-EAR-STUD-045","150","150"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-008-035-360","101","101"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-008-035-360","102","102"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-008-035-360","100","0"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-EAR-STUD-014","50","50"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-001-035-450","302","302"
